london_company_id,company_name,secretary,office,london_address_cleaned
ceyloncocoaandrubbercompany_f_m_flavell_139_cannonstreet_e_c_,Ceylon Cocoa and Rubber Company,F. M. Flavell,"139, Cannon Street, E.C.","139, Cannon Street, E.C."
ceyloncocoaandrubbercompany_f_m_flavell_139_cannonstreete_c_,Ceylon Cocoa and Rubber Company,F. M. Flavell,"139, Cannon Street E.C.","139, Cannon Street, E.C."
ceyloncocoaandrubbercompany_limited_f_m_flavell_139_cannonstreet_e_c_,"Ceylon Cocoa and Rubber Company, Limited",F. M. Flavell,"139, Cannon Street, E.C.","139, Cannon Street, E.C."
ceyloncocoaandrubbercompanylimited_f_m_flavell_139_cannonstreet_e_c_,Ceylon Cocoa and Rubber Company Limited,F. M. Flavell,"139, Cannon Street, E.C.","139, Cannon Street, E.C."
ceylonconsolidatedestates_1920__w_f_pugh_3_queenstreet_cheapside_e_c_,Ceylon Consolidated Estates (1920),W. F. Pugh,"3, Queen Street, Cheapside, E.C.","3, Queen Street, Cheapside, E.C."
ceylonconsolidatedestates_f_c_i_s__managingdirector__3_queenstreet_cheapside_e_c_,Ceylon Consolidated Estates,F.C.I.S. (Managing Director),"3, Queen Street, Cheapside, E.C.","3, Queen Street, Cheapside, E.C."
ceylonconsolidatedestates_w_f_pugh_3_queenstreet_cheapside_e_c_,Ceylon Consolidated Estates,W. F. Pugh,"3, Queen Street, Cheapside, E.C.","3, Queen Street, Cheapside, E.C."
ceylonconsolidatedestates_w_f_pugh_3_queenstreet_e_c_,Ceylon Consolidated Estates,W. F. Pugh,"3, Queen Street, E.C.","3, Queen Street, E.C."
ceylonconsolidatedrubberestates_ltd__w_f_pugh_3_queenstreet_cheapside_e_c_,"Ceylon Consolidated Rubber Estates, Ltd.",W. F. Pugh,"3, Queen Street, Cheapside, E.C.","3, Queen Street, Cheapside, E.C."
ceylonconsolidatedrubberestates_w_f_pugh_3_queenstreet_cheapside_e_c_,Ceylon Consolidated Rubber Estates,W. F. Pugh,"3, Queen Street, Cheapside, E.C.","3, Queen Street, Cheapside, E.C."
ceylonconsolidatedrubberestates_w_f_pugh_3street_cheapside_e_c_,Ceylon Consolidated Rubber Estates,W. F. Pugh,"3 Street, Cheapside, E.C.","3, Queen Street, Cheapside, E.C."
ceylonestatesinvestmentassoc__brown_fleming_murray_175_westgeorgest_glasgow,Ceylon Estates Investment Assoc.,"Brown, Fleming & Murray","175, West George St, Glasgow","175, West George Street, Glasgow"
ceylonestatesinvestmentassoc__ltd__brown_flemingandmurray_175westgeorgestreet_glasgow,"Ceylon Estates Investment Assoc., Ltd.","Brown, Fleming and Murray","175 West George Street, Glasgow","175, West George Street, Glasgow"
ceylonestatesinvestmentassociation_brown_fleming_murray_175_westgeorgest__glasgow,Ceylon Estates Investment Association,"Brown, Fleming & Murray","175, West George St., Glasgow","175, West George Street, Glasgow"
ceylonestatesinvestmentassociation_brown_flemingandmurray_175_westgeorgestreet_glasgow,Ceylon Estates Investment Association,"Brown, Fleming and Murray","175, West George Street, Glasgow","175, West George Street, Glasgow"
ceylonestatesinvestmentassociation_brown_flemingandmurry_175_westgeorgestreet_glasgow,Ceylon Estates Investment Association,"Brown, Fleming and Murry","175, West George Street, Glasgow","175, West George Street, Glasgow"
ceylonestatesinvestmentassociation_limited_brown_flemingandmurray_175_westgeorgestreet_glasgow,"Ceylon Estates Investment Association, Limited","Brown, Fleming and Murray","175, West George Street, Glasgow","175, West George Street, Glasgow"
ceylonestatesinvestmentassociation_limited_brown_flemingandmutray_175_westgeorgestreet_glasgow,"Ceylon Estates Investment Association, Limited","Brown, Fleming and Mutray","175, West George Street, Glasgow","175, West George Street, Glasgow"
ceylonlandandproduceco__ltd__a_e_lock_101_leadenhallstreet_e_c_,"Ceylon Land and Produce Co., Ltd.",A. E. Lock,"101, Leadenhall Street, E.C.","101, Leadenhall Street, E.C."
ceylonlandandproducecompany_a_e_lock_101_leadenhallstreet_e_c_,Ceylon Land and Produce Company,A. E. Lock,"101, Leadenhall Street, E.C.","101, Leadenhall Street, E.C."
ceylonlandandproducecompany_a_e_lock_101_leadenhallstreete_c_,Ceylon Land and Produce Company,A. E. Lock,"101, Leadenhall Street E.C.","101, Leadenhall Street, E.C."
ceylonpararubberco__ltd__georgewilliamsonandco__138_leadenhallstreet_e_c_,"Ceylon Para Rubber Co., Ltd.",George Williamson and Co.,"138, Leadenhall Street, E.C.","138, Leadenhall Street, E.C."
ceylonproprietaryteaestates_g_f_woods_20_eastcheap_e_c_,Ceylon Proprietary Tea Estates,G. F. Woods,"20, Eastcheap, E.C.","20, Eastcheap, E.C."
ceylonproprietaryteaestatesco__ltd__g_f_woods_20_eastcheap_e_c_,"Ceylon Proprietary Tea Estates Co., Ltd.",G. F. Woods,"20, Eastcheap, E.C.","20, Eastcheap, E.C."
ceylonproprietaryteaestatescompany_g_f_woods_20_eastcheap_e_c_,Ceylon Proprietary Tea Estates Company,G. F. Woods,"20, Eastcheap, E.C.","20, Eastcheap, E.C."
ceylonproprietaryteaestatescompany_limited_sirw_johnston_bart__20_eastcheap_e_c_,"Ceylon Proprietary Tea Estates Company, Limited","Sir W. Johnston, Bart.","20, Eastcheap, E.C.","20, Eastcheap, E.C."
ceylonproprietaryteaestatescompany_sirw_johnston_bart_20_eastcheap_e_c_,Ceylon Proprietary Tea Estates Company,"Sir W. Johnston, Bart","20, Eastcheap, E.C.","20, Eastcheap, E.C."
ceylonrubber_teaandgeneralproduce_e_c_c_smith_240_6_finburypavementhouse,"Ceylon Rubber, Tea and General Produce",E. C. C. Smith,"240-6, Finbury Pavement House","240-246, Finsbury Pavement House, E.C."
ceylonrubber_teaandgeneralproduce_e_c_c_smith_240_6_finburypavementhouse_e_c_,"Ceylon Rubber, Tea and General Produce",E. C. C. Smith,"240-6, Finbury Pavement House, E.C.","240-246, Finsbury Pavement House, E.C."
ceylonrubber_teaandgeneralproduceco__ltd__e_c_c_smith_35_9_finsburypavementhouse_e_c_,"Ceylon Rubber, Tea and General Produce Co., Ltd.",E. C. C. Smith,"35-9, Finsbury Pavement House, E.C.","35-39, Finsbury Pavement House, E.C."
ceylonrubber_teaandgeneralproducecompany_e_c_c_smith_235_9_finsburypavementhouse_e_c_,"Ceylon Rubber, Tea and General Produce Company",E. C. C. Smith,"235-9, Finsbury Pavement House, E.C.","235-239, Finsbury Pavement House, E.C."
ceylonteaplantationsco__ltd__g_f_woods_20_eastcheap_e_c_,"Ceylon Tea Plantations Co., Ltd.",G. F. Woods,"20, Eastcheap, E.C.","20, Eastcheap, E.C."
ceylonteaplantationscompany_g_f_woods_20_eastcheap_e_c_,Ceylon Tea Plantations Company,G. F. Woods,"20, Eastcheap, E.C.","20, Eastcheap, E.C."
ceylonteaplantationscompany_limited_sirw_johnston_bart__20_eastcheap_e_c_,"Ceylon Tea Plantations Company, Limited","Sir W. Johnston, Bart.","20, Eastcheap, E.C.","20, Eastcheap, E.C."
ceylonteaplantationscompany_sirw_johnston_bart_20_eastcheap_e_c_,Ceylon Tea Plantations Company,"Sir W. Johnston, Bart","20, Eastcheap, E.C.","20, Eastcheap, E.C."
ceylontimberandrubbersyndicate_angloceylonandgeneralestatesco__20_eastcheap_e_c_,Ceylon Timber and Rubber Syndicate,Anglo Ceylon and General Estates Co.,"20, Eastcheap, E.C.","20, Eastcheap, E.C."
ceylontimberandrubbersyndicate_ltd__r_g_shawandco__winchesterhouse_oldbroadstreet_e_c_,"Ceylon Timber and Rubber Syndicate, Ltd.",R. G. Shaw and Co.,"Winchester House, Old Broad Street, E.C.","Winchester House, Old Broad Street, E.C."
ceylontimberandrubbersyndicate_r_g_shaw_co__winchesterhouse_e_c_,Ceylon Timber and Rubber Syndicate,R. G. Shaw & Co.,"Winchester House, E.C.","Winchester House, Old Broad Street, E.C."
ceylontimberandrubbersyndicate_r_g_shawandco__winchesterhouse_e_c_,Ceylon Timber and Rubber Syndicate,R. G. Shaw and Co.,"Winchester House, E.C.","Winchester House, Old Broad Street, E.C."
ceylontimberandrubbersyndicate_r_g_shawandco__winchesterhouse_oldbroadstreet,Ceylon Timber and Rubber Syndicate,R. G. Shaw and Co.,"Winchester House, Old Broad Street","Winchester House, Old Broad Street, E.C."
ceylontimberandrubbersyndicate_r_g_shawandco__winchesterhouse_oldbroadstreet_e_c_,Ceylon Timber and Rubber Syndicate,R. G. Shaw and Co.,"Winchester House, Old Broad Street, E.C.","Winchester House, Old Broad Street, E.C."
ceylontimberandrubbersyndicate_r_g_shawandco_winchesterhouse_oldbroadstreet_e_c_,Ceylon Timber and Rubber Syndicate,R. G. Shaw and Co,"Winchester House, Old Broad Street, E.C.","Winchester House, Old Broad Street, E.C."
ceylontimberandrubbersyndicate_r_g_shawandco_winchesterhouse_oldbroadstreete_c_,Ceylon Timber and Rubber Syndicate,R. G. Shaw and Co,"Winchester House, Old Broad Street E.C.","Winchester House, Old Broad Street, E.C."
ceylontravancorerubberandteaestates_w_davis_4_londonwallbuildings_e_c_,Ceylon Travancore Rubber and Tea Estates,W. Davis,"4, London Wall Buildings, E.C.","4, London Wall Buildings, E.C."
ceylonupcountryteaestates_limited_robertson_boisandco__12_fenchurchstreet_e_c_,"Ceylon Upcountry Tea Estates, Limited","Robertson, Bois and Co.","12, Fenchurch Street, E.C.","12, Fenchurch Street, E.C."
ceylonupcountryteaestates_robertson_boisandco__12_fenchurchstreet_e_c_,Ceylon Upcountry Tea Estates,"Robertson, Bois and Co.","12, Fenchurch Street, E.C.","12, Fenchurch Street, E.C."
chandporeteacompany_c_a_goodrickeandco__96_leadenhallstreet_e_c_,Chandpore Tea Company,C. A. Goodricke and Co.,"96, Leadenhall Street, E.C.","96, Leadenhall Street, E.C."
changkatsalakrubberandtin_gibsonandanderson_124_st_vincentstreet_glasgow,Changkat Salak Rubber and Tin,Gibson and Anderson,"124, St. Vincent Street, Glasgow","124, St. Vincent Street, Glasgow"
changkatsalakrubberandtin_limited_gibsonandanderson_124_st_vincentstreet_glasgow,"Changkat Salak Rubber and Tin, Limited",Gibson and Anderson,"124, St. Vincent Street, Glasgow","124, St. Vincent Street, Glasgow"
changkatsalakrubberandtin_ltd__gibsonandanderson_124_st_vincentstreet_glasgow,"Changkat Salak Rubber and Tin, Ltd.",Gibson and Anderson,"124, St. Vincent Street, Glasgow","124, St. Vincent Street, Glasgow"
changkatsalaksyndicate_gibsonandanderson_124_st_vincentstreet_glasgow,Changkat Salak Syndicate,Gibson and Anderson,"124, St. Vincent Street, Glasgow","124, St. Vincent Street, Glasgow"
chardwarteacompany_menzies_dixonandco__11_ironmongerlane_e_c_,Chardwar Tea Company,"Menzies, Dixon and Co.","11, Ironmonger Lane, E.C.","11, Ironmonger Lane, E.C."
chargolateaassociation_p_r_buchananandco__45_leadenhallstreet_e_c_,Chargola Tea Association,P. R. Buchanan and Co.,"45, Leadenhall Street, E.C.","45, Leadenhall Street, E.C."
chargolateaassociation_p_r_buchananandco__45_leadenhallstreete_c_,Chargola Tea Association,P. R. Buchanan and Co.,"45, Leadenhall Street E.C.","45, Leadenhall Street, E.C."
chembongmalayrubberco__ltd__bousteadbrothers_5_fenchurchstreet_e_c_,"Chembong Malay Rubber Co., Ltd.",Boustead Brothers,"5, Fenchurch Street, E.C.","5, Fenchurch Street, E.C."
chembongmalayrubbercompany_1920__bousteadbrothers_5_fenchurchstreet_e_c_,Chembong Malay Rubber Company (1920),Boustead Brothers,"5, Fenchurch Street, E.C.","5, Fenchurch Street, E.C."
chembongmalayrubbercompany_bousteadbrothers_5_fenchurchstreet_e_c_,Chembong Malay Rubber Company,Boustead Brothers,"5, Fenchurch Street, E.C.","5, Fenchurch Street, E.C."
chembongmalayrubbercompany_boustedbrothers_5_fenchurchstreete_c_,Chembong Malay Rubber Company,Bousted Brothers,"5, Fenchurch Street E.C.","5, Fenchurch Street, E.C."
chempongmalayrubbercompany_bousteadbrothers_5_fenchurchstreet_e_c_,Chempong Malay Rubber Company,Boustead Brothers,"5, Fenchurch Street, E.C.","5, Fenchurch Street, E.C."
cherakarateaestates_e_c_myring_liquidator__742_salisburyhouse_e_c_,Cherakara Tea Estates,E. C. Myring (Liquidator),"742, Salisbury House, E.C.","742, Salisbury House, E.C."
cherakarateaestates_rubberestateagency_59_eastcheap_e_c_,Cherakara Tea Estates,Rubber Estate Agency,"59, Eastcheap, E.C.","59, Eastcheap, E.C."
cherakarateaestates_rubberestateagency_mincinglanehouse_59_eastcheap_e_c_,Cherakara Tea Estates,Rubber Estate Agency,"Mincing Lane House,59, Eastcheap, E.C.","Mincing Lane House, 59, Eastcheap, E.C."
cherasrubberestates_edwardbousteadandco__149_leadenhallstreet_e_c_,Cheras Rubber Estates,Edward Boustead and Co.,"149, Leadenhall Street, E.C.","149, Leadenhall Street, E.C."
cherasrubberestates_edwardbousted_co__149_leadenhallstreet_e_c_,Cheras Rubber Estates,Edward Bousted & Co.,"149, Leadenhall Street, E.C.","149, Leadenhall Street, E.C."
cherasrubberestates_edwardboustedandco__149_leadenhallstreet_e_c_,Cheras Rubber Estates,Edward Bousted and Co.,"149, Leadenhall Street, E.C.","149, Leadenhall Street, E.C."
cherasrubberestates_edwardboustedandco__3_lloydsavenue_e_c_,Cheras Rubber Estates,Edward Bousted and Co.,"3, Lloyds Avenue, E.C.","3, Lloyds Avenue, E.C."
chersonese_f_m_s__estates_thomasbarlowandbrother_49_51_eastcheap_e_c_,Chersonese (F. M. S.) Estates,Thomas Barlow and Brother,"49-51, Eastcheap, E.C.","49-51, Eastcheap, E.C."
chersonese_f_m_s_estates__ltd__thomasbarlowandbrother_49_51_eastcheap_e_c_,"Chersonese (F. M. S. Estates), Ltd.",Thomas Barlow and Brother,"49-51, Eastcheap, E.C.","49-51, Eastcheap, E.C."
chersonese_f_m_s_estates_thomasbarlowandbrother_49_51_eastcheap_e_c_,Chersonese (F. M. S. Estates,Thomas Barlow and Brother,"49-51, Eastcheap, E.C.","49-51, Eastcheap, E.C."
chersonese_m_s__estates_limited_thomasbarlowandbrother_38_eastcheap_e_c_,"Chersonese (M.S.) Estates, Limited",Thomas Barlow and Brother,"38, Eastcheap, E.C.","38, Eastcheap, E.C."
chersonese_m_s__estates_thomasbarlowandbrother_49_51_eastcheap_e_c_,Chersonese (M. S.) Estates,Thomas Barlow and Brother,"49-51, Eastcheap, E.C.","49-51, Eastcheap, E.C."
chersonese_p_m_s__estates_thomasbarlowandbrother_49_51_eastcheap_e_c_,Chersonese (P.M.S.) Estates,Thomas Barlow and Brother,"49-51, Eastcheap, E.C.","49-51, Eastcheap, E.C."
cheviotrubber_guthrieandco__5_whittingtonavenue_e_c_,Cheviot Rubber,Guthrie and Co.,"5, Whittington Avenue, E.C.","5, Whittington Avenue, E.C."
cheviotrubber_ltd__guthrieandco__5_whittingtonavenue_e_c_,"Cheviot Rubber, Ltd.",Guthrie and Co.,"5, Whittington Avenue, E.C.","5, Whittington Avenue, E.C."
cheylotrubber_guthrieandco__5_whittingtonavenue_e_c_,Cheylot Rubber,Guthrie and Co.,"5, Whittington Avenue, E.C.","5, Whittington Avenue, E.C."
chimpul_f_m_s__rubberestates_sime_darbyandco__10_11_limest_e_c_,Chimpul (F.M.S.) Rubber Estates,"Sime, Darby and Co.","10-11, Lime St, E.C.","10-11, Lime Street, E.C."
chimpul_f_m_s__rubberestates_sime_darbyandco__35_crutchedfriars_e_c_,Chimpul (F.M.S.) Rubber Estates,"Sime, Darby and Co.","35, Crutched Friars, E.C.","35, Crutched Friars, E.C."
chimpul_f_m_s__rubberestates_sime_darbyandco___35_crutchedfriars_e_c_,Chimpul (F. M. S.) Rubber Estates,"Sime, Darby and Co.,","35, Crutched Friars, E.C.","35, Crutched Friars, E.C."
chimpul_negrisembilan_rubberestates_j_share_110_fenchurchstreet_e_c_,Chimpul (Negri Sembilan) Rubber Estates,J. Share,"110, Fenchurch Street, E.C.","110, Fenchurch Street, E.C."
chimpul_negrisembilan_rubberestates_ltd__share_rossandco__120_fenchurchstreet_e_c_,"Chimpul (Negri Sembilan) Rubber Estates, Ltd.","Share, Ross and Co.","120, Fenchurch Street, E.C.","120, Fenchurch Street, E.C."
chimpul_negrisembilan_rubberestates_share_rossandco__120_fenchurchstreete_c_,Chimpul (Negri Sembilan) Rubber Estates,"Share, Ross and Co.","120, Fenchurch Street E.C.","120, Fenchurch Street, E.C."
chimpul_negrisembilan_rubberestates_sharpe_rossandco__120_fenchurchstreet_e_c_,Chimpul (Negri Sembilan) Rubber Estates,"Sharpe, Ross and Co.","120, Fenchurch Street, E.C.","120, Fenchurch Street, E.C."
chimpulrubberestates_sharpe_rossandco__120_fenchurchstreet_e_c_,Chimpul Rubber Estates,"Sharpe, Ross and Co.","120, Fenchurch Street, E.C.","120, Fenchurch Street, E.C."
chotarubberestates_brightandgalbraith_7_martinslane_cannonstreet_e_c_,Chota Rubber Estates,Bright and Galbraith,"7, Martins Lane, Cannon Street, E.C.","7, Martin Lane, Cannon Street, E.C."
chotarubberestates_brightandgalbraith_limited_7_martinslane_cannonstreet_e_c_,Chota Rubber Estates,"Bright and Galbraith, Limited","7, Martins Lane, Cannon Street, E.C.","7, Martin Lane, Cannon Street, E.C."
chotarubberestates_j_westwood_4_corbetcourt_gracechurchstreet_e_c_,Chota Rubber Estates,J. Westwood,"4, Corbet Court, Gracechurch Street, E.C.","4, Corbet Court, Gracechurch Street, E.C."
chotarubberestates_ltd__ramseyandstewart_ltd__4_corbetcourt_gracechurchst__e_c_,"Chota Rubber Estates, Ltd.","Ramsey and Stewart, Ltd.","4, Corbet Court, Gracechurch St., E.C.","4, Corbet Court, Gracechurch Street, E.C."
chotarubberestates_ramseyandstewart_ltd__7_martinslane_cannonstreet_e_c_,Chota Rubber Estates,"Ramsey and Stewart, Ltd.","7, Martins Lane, Cannon Street, E.C.","7, Martin Lane, Cannon Street, E.C."
christinevillerubberestates_a_green_52_newbroadstreet_e_c_,Christineville Rubber Estates,A. Green,"52, New Broad Street, E.C.","52, New Broad Street, E.C."
christinevillerubberestates_ltd__a_green_blomfeldhouse_londonwall_e_c_,"Christineville Rubber Estates, Ltd.",A. Green,"Blomfeld House, London Wall, E.C.","Blomfield House, London Wall, E.C."
chubwateacompany_jamesfinlayandco__34_leadenhallstreet_e_c_,Chubwa Tea Company,James Finlay and Co.,"34, Leadenhall Street, E.C.","34, Leadenhall Street, E.C."
chubwateacompany_jamesfinlayandco__34_leadenhallstreete_c_,Chubwa Tea Company,James Finlay and Co.,"34, Leadenhall Street E.C.","34, Leadenhall Street, E.C."
chubwateacompany_jamesfinlyandco__34_leadenhallstreet_e_c_,Chubwa Tea Company,James Finly and Co.,"34, Leadenhall Street, E.C.","34, Leadenhall Street, E.C."
cicelyrubberestates_rowe_whiteandco__4_lloydsavenue_e_c_,Cicely Rubber Estates,"Rowe, White and Co.","4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
cicelyrubberestates_rowe_whiteandco__lloydsavenue_e_c_,Cicely Rubber Estates,"Rowe, White and Co.","Lloyds Avenue, E.C.","Lloyds Avenue, E.C."
cicelyrubberestatesco__ltd__rowe_whiteandco__4_lloydsavenue_e_c_,"Cicely Rubber Estates Co., Ltd.","Rowe, White and Co.","4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
cicelyrubberestatescompany_limited_rowe_whiteandco__4_lloydsavenue_e_c_,"Cicely Rubber Estates Company, Limited","Rowe, White and Co.","4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
cicelyrubberestatescompany_rowe_whiteandco__4_lloydsavenue_e_c_,Cicely Rubber Estates Company,"Rowe, White and Co.","4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
clenrubberandteacompany_baillieandgifford_12_hillstreet_edinburgh,Clen Rubber and Tea Company,Baillie and Gifford,"12, Hill Street, Edinburgh","12, Hill Street, Edinburgh"
clovellyrubberestate_r_d_saw_moorgatestationchambers_e_c_,Clovelly Rubber Estate,R. D. Saw,"Moorgate Station Chambers, E.C.","Moorgate Station Chambers, E.C."
clunyrubberestates_h_e_solly_6_laurencepountneyhill_e_c_,Cluny Rubber Estates,H. E. Solly,"6, Laurence Pountney Hill, E.C.","6, Laurence Pountney Hill, E.C."
clunyrubberestates_harrisonsandcrosfied_1_4_greattowerstreet_e_c_,Cluny Rubber Estates,Harrisons and Crosfied,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
clunyrubberestates_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Cluny Rubber Estates,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
clunyrubberestates_j_b_grieve_6_laurencepounthehill_e_c_,Cluny Rubber Estates,J. B. Grieve,"6, Laurence Pounthe Hill, E.C.","6, Laurence Pountney Hill, E.C."
clunyrubberestates_j_b_grieve_6_laurencepountneyhill_e_c_,Cluny Rubber Estates,J. B. Grieve,"6, Laurence Pountney Hill, E.C.","6, Laurence Pountney Hill, E.C."
clunyrubberestates_ltd__h_e_solly_6_laurencepountneyhill_e_c_,"Cluny Rubber Estates, Ltd.",H. E. Solly,"6, Laurence Pountney Hill, E.C.","6, Laurence Pountney Hill, E.C."
coconutplantationsofperak_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Coconut Plantations of Perak,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
