london_company_id,company_name,secretary,office,london_address_cleaned
malaysiarubbercompany_harrisonsandcrosfied_1_4_greattowerstreet_e_c_,Malaysia Rubber Company,Harrisons and Crosfied,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
malaysiarubbercompany_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Malaysia Rubber Company,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
malaysiarubbercompany_limited_g_a_macdonald_2_3_norfolkstreet_strand_w_c_,"Malaysia Rubber Company, Limited",G. A. Macdonald,"2-3, Norfolk Street, Strand, W.C.","2-3, Norfolk Street, Strand, W.C."
maldenheadrubberplantations_m_p_evansandco__30_mincinglane_e_c_,Maldenhead Rubber Plantations,M. P. Evans and Co.,"30, Mincing Lane, E.C.","30, Mincing Lane, E.C."
maleberteaestates_limited_rowley_daviesandco__27_mincinglane_e_c_,"Maleber Tea Estates, Limited","Rowley, Davies and Co.","27, Mincing Lane, E.C.","27, Mincing Lane, E.C."
maleberteaestates_rowley_daviesandco__27_mincinglane_e_c_,Maleber Tea Estates,"Rowley, Davies and Co.","27, Mincing Lane, E.C.","27, Mincing Lane, E.C."
maleberteaestates_rowley_daviesandco__5_fenchurchstreet_e_c_,Maleber Tea Estates,"Rowley, Davies and Co.","5, Fenchurch Street, E.C.","5, Fenchurch Street, E.C."
malibodateaestate_brightandgalbraith_7_martinslane_cannonstreet_e_c_,Maliboda Tea Estate,Bright and Galbraith,"7, Martins Lane, Cannon Street, E.C.","7, Martin Lane, Cannon Street, E.C."
malibodateaestate_n_a_n_a,Maliboda Tea Estate,N/A,N/A,""
malibodateaestate_ramseyandstewart_7_martinslane_cannonstreet_e_c_,Maliboda Tea Estate,Ramsey and Stewart,"7, Martins Lane, Cannon Street, E.C.","7, Martin Lane, Cannon Street, E.C."
malibodateaestate_ramseyandstewart_7_martinslane_cannonstreete_c_,Maliboda Tea Estate,Ramsey and Stewart,"7, Martins Lane, Cannon Street E.C.","7, Martin Lane, Cannon Street, E.C."
malibodateaestate_ramseyandstewart_limited_7_martinslane_cannonstreet,Maliboda Tea Estate,"Ramsey and Stewart, Limited","7, Martins Lane, Cannon Street","7, Martin Lane, Cannon Street, E.C."
malibodateaestate_ramseyandstewart_ltd__7_martinslane_e_c_,Maliboda Tea Estate,"Ramsey and Stewart, Ltd.","7, Martins Lane, E.C.","7, Martin Lane, Cannon Street, E.C."
malirubbercompany_limited_g_a_macdonald_23_norfolkstreet_strand_w_c_,"Mali Rubber Company, Limited",G. A. Macdonald,"23, Norfolk Street, Strand, W.C.","23, Norfolk Street, Strand, W.C."
malysiarubbercompany_g_a_macdonald_2_3_norfolkstreet_strand_w_c_2,Malysia Rubber Company,G. A. Macdonald,"2-3, Norfolk Street, Strand, W.C.2","2-3, Norfolk Street, Strand, W.C.2"
mamba_f_m_s__rubbercompany_lyall_andersonandco__16_philpotlane_e_c_,Mamba (F. M. S.) Rubber Company,"Lyall, Anderson and Co.","16, Philpot Lane, E.C.","16, Philpot Lane, E.C."
mamba_f_m_s_rubbercompany_limited_lyall_andersonandco__16_philpotlane_e_c_,"Mamba (F. M. S. Rubber Company, Limited","Lyall, Anderson and Co.","16, Philpot Lane, E.C.","16, Philpot Lane, E.C."
mambau_f_m_s__rubberco__limited_lyall_andersonandco__16_philpotlane_e_c_,"Mambau (F.M.S.) Rubber Co., Limited","Lyall, Anderson and Co.","16, Philpot Lane, E.C.","16, Philpot Lane, E.C."
mambau_f_m_s__rubbercompany_lyall_andersonandco__16_philpotlane_e_c_,Mambau (F.M.S.) Rubber Company,"Lyall, Anderson and Co.","16, Philpot Lane, E.C.","16, Philpot Lane, E.C."
mambau_f_m_s_rubbercompany__lyall_andersonandco__16_philpotlane_e_c_,Mambau (F.M.S. Rubber Company),"Lyall, Anderson and Co.","16, Philpot Lane, E.C.","16, Philpot Lane, E.C."
mambau_f_m_s_rubbercompany_limited_lyall_andersonandco__16_philpotlane_e_c_,"Mambau (F.M.S. Rubber Company, Limited","Lyall, Anderson and Co.","16, Philpot Lane, E.C.","16, Philpot Lane, E.C."
mambau_fm_s_rubbercompany_lyall_andersonandco__16_philpotlane_e_c_,Mambau (F M. S. Rubber Company,"Lyall, Anderson and Co.","16, Philpot Lane, E.C.","16, Philpot Lane, E.C."
mambau_m_s__rubbercompany_lyall_andersonandco__16_philpotlane_e_c_,Mambau (M.S.) Rubber Company,"Lyall, Anderson and Co.","16, Philpot Lane, E.C.","16, Philpot Lane, E.C."
mambau_m_s_rubbercompany__lyall_andersonandco__16_philpotlane_e_c_,Mambau (M. S. Rubber Company),"Lyall, Anderson and Co.","16, Philpot Lane, E.C.","16, Philpot Lane, E.C."
manchesternorthborneorubber_j_hall_13_springgardens_manchester,Manchester North Borneo Rubber,J. Hall,"13, Spring Gardens, Manchester","13, Spring Gardens, Manchester"
manchesternorthborneorubber_j_hall_e_c_i_s__24_mosleystreet_manchester,Manchester North Borneo Rubber,"J. Hall, E.C.I.S.","24, Mosley Street, Manchester","24, Mosley Street, Manchester"
manchesternorthborneorubber_j_hall_f_c_i_s__13_springgardens_manchester,Manchester North Borneo Rubber,"J. Hall, F.C.I. S.","13, Spring Gardens, Manchester","13, Spring Gardens, Manchester"
manchesternorthborneorubber_j_hall_f_c_i_s__24_mosleystreet_manchester,Manchester North Borneo Rubber,"J. Hall, F.C.I.S.","24, Mosley Street, Manchester","24, Mosley Street, Manchester"
manchesternorthborneorubber_limited_j_hall_13_springgardens_manchester,"Manchester North Borneo Rubber, Limited",J. Hall,"13, Spring Gardens, Manchester","13, Spring Gardens, Manchester"
manchesternorthborneorubber_ltd__j_hall_13_springgardens_manchester,"Manchester North Borneo Rubber, Ltd.",J. Hall,"13, Spring Gardens, Manchester","13, Spring Gardens, Manchester"
mandalasarestates_rowley_daviesandco__5_fenchurchstreet_e_c_,Mandalasar Estates,"Rowley, Davies and Co.","5, Fenchurch Street, E.C.","5, Fenchurch Street, E.C."
mandalasariestates_limited_rowley_daviesandco__27_mincinglane_e_c_,"Mandalasari Estates, Limited","Rowley, Davies and Co.","27, Mincing Lane, E.C.","27, Mincing Lane, E.C."
mandalasariestates_ltd__rowley_daviesandco__27_mincinglane_e_c_,"Mandalasari Estates, Ltd.","Rowley, Davies and Co.","27, Mincing Lane, E.C.","27, Mincing Lane, E.C."
mandalasariestates_rowley_daviesandco__27_mincinglane_e_c_,Mandalasari Estates,"Rowley, Davies and Co.","27, Mincing Lane, E.C.","27, Mincing Lane, E.C."
mandalasariestates_rowley_daviesandco__5_fenchurchstreet_e_c_,Mandalasari Estates,"Rowley, Davies and Co.","5, Fenchurch Street, E.C.","5, Fenchurch Street, E.C."
mandalassariestates_rowley_daviesandco__5_fenchurchstreet_e_c_,Mandalassari Estates,"Rowley, Davies and Co.","5, Fenchurch Street, E.C.","5, Fenchurch Street, E.C."
manihotrubberplantations_c_a_frith_broadstreethouse_newbroadstreet_e_c_,Manihot Rubber Plantations,C. A. Frith,"Broad Street House, New Broad Street, E.C.","Broad Street House, New Broad Street, E.C."
maninotrubberplantations_c_a_frith_broadstreethouse_newbroadstreet_e_c_,Maninot Rubber Plantations,C. A. Frith,"Broad Street House, New Broad Street, E.C.","Broad Street House, New Broad Street, E.C."
manomarques_mexco_rubber_tobacco_o_h_fellows_274_mansionhousechambers_e_c_,Mano Marques (Mexco) Rubber & Tobacco,O. H. Fellows,"274, Mansion House Chambers, E.C.","274, Mansion House Chambers, E.C."
manomarques_mexico_rubberandtobaccoestates_o_h_fellows_274_mansionhousechambers_e_c_,Mano Marques (Mexico) Rubber and Tobacco Estates,O. H. Fellows,"274, Mansion House Chambers, E.C.","274, Mansion House Chambers, E.C."
manomarques_mexicorubberandtobaccoestates__o_h_fellows_574_mansionhousechambers_e_c_,Mano Marques (Mexico Rubber and Tobacco Estates),O. H. Fellows,"574, Mansion House Chambers, E.C.","574, Mansion House Chambers, E.C."
manotrubberplantations_c_a_frith_broadstreethouse_newbroadstreet_e_c_,Manot Rubber Plantations,C. A. Frith,"Broad Street House, New Broad Street, E.C.","Broad Street House, New Broad Street, E.C."
mapalagamarubberestates_j_barnes_4_londonwallbuildings_e_c_,Mapalagama Rubber Estates,J. Barnes,"4, London Wall Buildings, E.C.","4, London Wall Buildings, E.C."
mapalagamarubberestates_j_j_cosgreave_4_broadstreetplace_e_c_,Mapalagama Rubber Estates,J. J. Cosgreave,"4, Broad Street Place, E.C.","4, Broad Street Place, E.C."
mapalagamarubberestates_limited_a_harrison_18_st_swithinslane_e_c_,"Mapalagama Rubber Estates, Limited",A. Harrison,"18, St. Swithins Lane, E.C.","18, St. Swithin's Lane, E.C."
mapalagamarubberestates_ltd__a_harrison_65_londonwall_e_c_,"Mapalagama Rubber Estates, Ltd.",A. Harrison,"65, London Wall, E.C.","65, London Wall, E.C."
mapalgamarubberestates_a_harrison_4_broadstreetplace_e_c_,Mapalgama Rubber Estates,A. Harrison,"4, Broad Street Place, E.C.","4, Broad Street Place, E.C."
mapalgamarubberestates_j_barnes_4_londonwallbuildings_e_c_,Mapalgama Rubber Estates,J. Barnes,"4, London Wall Buildings, E.C.","4, London Wall Buildings, E.C."
mapalgamarubberestates_j_j_cosgreave_4_broadstreetplace_e_c_,Mapalgama Rubber Estates,J. J. Cosgreave,"4, Broad Street Place, E.C.","4, Broad Street Place, E.C."
mapalgamarubberestates_limited_a_harrison_65_londonwall_e_c_,"Mapalgama Rubber Estates, Limited",A. Harrison,"65, London Wall, E.C.","65, London Wall, E.C."
marangucoffeeestates_a_henderson_26_northjohnstreet_liverpool,Marangu Coffee Estates,A. Henderson,"26, North John Street, Liverpool","26, North John Street, Liverpool"
marangucoffeeestates_g_verspreeuwen_26_northjohnstreet_liverpool,Marangu Coffee Estates,G. Verspreeuwen,"26, North John Street, Liverpool","26, North John Street, Liverpool"
marangucoffeeestates_n_a_26_northjohnstreet_liverpool,Marangu Coffee Estates,N/A,"26, North John Street, Liverpool","26, North John Street, Liverpool"
marangucoffeeestates_notspecified_26_northjohnstreet_liverpool,Marangu Coffee Estates,Not specified,"26, North John Street, Liverpool","26, North John Street, Liverpool"
marapoerarubberestates_rowe_whiteandco__4_lloydsavenue_e_c_,Marapoera Rubber Estates,"Rowe, White and Co.","4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
marawan_java_rubberplantations_a_h_doherty_65_londonwall_e_c_,Marawan (Java) Rubber Plantations,A. H. Doherty,"65, London Wall, E.C.","65, London Wall, E.C."
marawan_java_rubberplantations_limited_linterandco__18_leadenhallstreet_e_c_,"Marawan (Java) Rubber Plantations, Limited",Linter and Co.,"18, Leadenhall Street, E.C.","18, Leadenhall Street, E.C."
marawan_java_rubberplantations_limited_lintnerandco__limited_18_leadenhallstreet_e_c_,"Marawan (Java) Rubber Plantations, Limited","Lintner and Co., Limited","18, Leadenhall Street, E.C.","18, Leadenhall Street, E.C."
marawan_java_rubberplantations_linterandco__18_leadenhallstreet_e_c_,Marawan (Java) Rubber Plantations,Linter and Co.,"18, Leadenhall Street, E.C.","18, Leadenhall Street, E.C."
marawan_java_rubberplantations_linterandco__54_newbroadstreet_e_c_,Marawan (Java) Rubber Plantations,Linter and Co.,"54, New Broad Street, E.C.","54, New Broad Street, E.C."
marawan_java_rubberplantations_linterandco__ltd__18_leadenhallstreet_e_c_,Marawan (Java) Rubber Plantations,"Linter and Co., Ltd.","18, Leadenhall Street, E.C.","18, Leadenhall Street, E.C."
marawan_java_rubberplantations_lintnerandco__18_leadenhallstreet_e_c_,Marawan (Java) Rubber Plantations,Lintner and Co.,"18, Leadenhall Street, E.C.","18, Leadenhall Street, E.C."
marawan_java_rubberplantations_ltd__linterandco__18_leadenhallstreet_e_c_,"Marawan (Java) Rubber Plantations, Ltd.",Linter and Co.,"18, Leadenhall Street, E.C.","18, Leadenhall Street, E.C."
marawanjavarubberplantations_linterandco__63_londonwall_e_c_,Marawan Java Rubber Plantations,Linter and Co.,"63, London Wall, E.C.","63, London Wall, E.C."
marorubberandproduceestates_w_g_newman_finsburycourt_finsburypavement_e_c_,Maro Rubber and Produce Estates,W. G. Newman,"Finsbury Court, Finsbury Pavement, E.C.","Finsbury Court, Finsbury Pavement, E.C."
martapoerarubberestates_rowe_whiteandco__4_lloydsavenue_e_c_,Martapoera Rubber Estates,"Rowe, White and Co.","4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
marudurubber_shand_haldaneandco__24_roodlane_e_c_,Marudu Rubber,"Shand, Haldane and Co.","24, Rood Lane, E.C.","24, Rood Lane, E.C."
marybongandkyelteaestates_w_harvie_5_cripplegatebuildings_woodstreete_c_,Marybong and Kyel Tea Estates,W. Harvie,"5, Cripplegate Buildings, Wood Street E.C.","5, Cripplegate Buildings, Wood Street, E.C."
marybongandkyelteaestates_williamharvie_5_cripplegatebuildings_e_c_,Marybong and Kyel Tea Estates,William Harvie,"5, Cripplegate Buildings, E.C.","5, Cripplegate Buildings, Wood Street, E.C."
marybongandkyelteaestates_williamharvie_5_cripplegatebuildings_woodstreet_e_c_,Marybong and Kyel Tea Estates,William Harvie,"5, Cripplegate Buildings, Wood Street, E.C.","5, Cripplegate Buildings, Wood Street, E.C."
marybongandkyelteaestates_williamharvie_5_cripplegatebuildings_woodstreete_c_,Marybong and Kyel Tea Estates,William Harvie,"5, Cripplegate Buildings, Wood Street E.C.","5, Cripplegate Buildings, Wood Street, E.C."
mataleceylonrubberco__ltd__m_p_evansandco__30_mincinglane_e_c_,"Matale Ceylon Rubber Co., Ltd.",M. P. Evans and Co.,"30, Mincing Lane, E.C.","30, Mincing Lane, E.C."
mataleceylonrubbercompany_limited_m_p_evansandco__30_mincinglane_e_c_,"Matale Ceylon Rubber Company, Limited",M. P. Evans and Co.,"30, Mincing Lane, E.C.","30, Mincing Lane, E.C."
mataleceylonrubbercompany_m_p_evansandco__30_mincinglane_e_c_,Matale Ceylon Rubber Company,M. P. Evans and Co.,"30, Mincing Lane, E.C.","30, Mincing Lane, E.C."
mataleceylonrubbercompany_p_e_hervey_30_mincinglane_e_c_,Matale Ceylon Rubber Company,P. E. Hervey,"30, Mincing Lane, E.C.","30, Mincing Lane, E.C."
matang_perak_rubbersyndicate_limited_n_a_n_a,"Matang (Perak) Rubber Syndicate, Limited",N/A,N/A,""
matrateaandrubbercompany_a_j_rouse_4_lloydsavenue_e_c_,Matra Tea and Rubber Company,A. J. Rouse,"4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
maturatatea_rubberco__ltd__a_j_rouse_4_lloydsavenue_e_c_,"Maturata Tea & Rubber Co., Ltd.",A. J. Rouse,"4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
maturatateaandrubbercompany_a_j_rouse_4_lloyd_savenue_e_c_,Maturata Tea and Rubber Company,A. J. Rouse,"4, Lloyd's Avenue, E.C.","4, Lloyds Avenue, E.C."
maturatateaandrubbercompany_a_j_rouse_4_lloydsavenue_e_c_,Maturata Tea and Rubber Company,A. J. Rouse,"4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
matwaparubberestates_limited_n_a_n_a,"Matwapa Rubber Estates, Limited",N/A,N/A,""
mayfeld_dimbula_teacompanyofceylon_limited_h_r_brownrigg_4_lloydsavenue_e_c_,"Mayfeld (Dimbula) Tea Company of Ceylon, Limited",H. R. Brownrigg,"4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
mayfield_dimbula_teacompanyofceylon_h_r_brownrigg_4_lloydsavenue_e_c_,Mayfield (Dimbula) Tea Company of Ceylon,H. R. Brownrigg,"4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
mayfield_dimbula_teacompanyofceylon_limited_h_r_brownrigg_4_lloydsavenue_e_c_,"Mayfield (Dimbula) Tea Company of Ceylon, Limited",H. R. Brownrigg,"4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
mayfield_dimbula_teacompanyofceylon_s_oliver_4_lloyd_savenue_e_c_,Mayfield (Dimbula) Tea Company of Ceylon,S. Oliver,"4, Lloyd's Avenue, E.C.","4, Lloyds Avenue, E.C."
mayfield_dimbula_teacompanyofceylon_s_oliver_4_lloydsavenue_e_c_,Mayfield (Dimbula) Tea Company of Ceylon,S. Oliver,"4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
mayfield_dimbulateaco_ofceylon_ltd___h_r_brownrigg_4_lloydsavenue_e_c_,"Mayfield (Dimbula Tea Co. of Ceylon, Ltd.)",H. R. Brownrigg,"4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
mayfield_dimbulateacompanyofceylon__s_oliver_4_lloydsavenue_e_c_,Mayfield (Dimbula Tea Company of Ceylon),S. Oliver,"4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
mayfield_dimbulateacompanyofceylon_limited__h_r_brownrigg_4_lloydsavenue_e_c_,"Mayfield (Dimbula Tea Company of Ceylon, Limited)",H. R. Brownrigg,"4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
mayfielddimbulateacompany_h_r_brownrigg_4_lloydsavenue_e_c_,Mayfield Dimbula Tea Company,H. R. Brownrigg,"4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
mayfielddimbulateacompanyofceylon_s_oliver_4_lloydsavenue_e_c_,Mayfield Dimbula Tea Company of Ceylon,S. Oliver,"4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
mazdeheecompany_c_a_goodrickeandco__96_leadenhallstreet_e_c_,Mazdehee Company,C. A. Goodricke and Co.,"96, Leadenhall Street, E.C.","96, Leadenhall Street, E.C."
mazdeheecompany_c_a_goodrickeandco__96_leadenhallstreete_c_,Mazdehee Company,C. A. Goodricke and Co.,"96, Leadenhall Street E.C.","96, Leadenhall Street, E.C."
mazdeheeteacompany_c_a_goodrickeandco__96_leadenhallstreet_e_c_,Mazdehee Tea Company,C. A. Goodricke and Co.,"96, Leadenhall Street, E.C.","96, Leadenhall Street, E.C."
medinirubbercompany_rubberestateagency_59_eastcheap_e_c_,Medini Rubber Company,Rubber Estate Agency,"59, Eastcheap, E.C.","59, Eastcheap, E.C."
meenglasteacompany_n_a_137_westgeorgestreet_glasgow,Meenglas Tea Company,N/A,"137, West George Street, Glasgow","137, West George Street, Glasgow"
meenglasteacompany_walterduncan_co__137_westgeorgestreet_glasgow,Meenglas Tea Company,Walter Duncan & Co.,"137, West George Street, Glasgow","137, West George Street, Glasgow"
meenglasteacompany_walterduncanandco__137_westgeorgestreet_glasgow,Meenglas Tea Company,Walter Duncan and Co.,"137, West George Street, Glasgow","137, West George Street, Glasgow"
membakutrubber_limited_h_g_forbes_37_threadneedlestreet_e_c_,"Membakut Rubber, Limited",H. G. Forbes,"37, Threadneedle Street, E.C.","37, Threadneedle Street, E.C."
membakutrubber_limited_h_g_forbes_37_thredneedlestreet_e_c_,"Membakut Rubber, Limited",H. G. Forbes,"37, Thredneedle Street, E.C.","37, Threadneedle Street, E.C."
membakutrubber_ltd__w_p_flynn_37_throgmortonstreet_e_c_,"Membakut Rubber, Ltd.",W. P. Flynn,"37, Throgmorton Street, E.C.","37, Throgmorton Street, E.C."
membakutrubber_w_p_flynn_37_threadneedlestreet_e_c_,Membakut Rubber,W. P. Flynn,"37, Threadneedle Street, E.C.","37, Threadneedle Street, E.C."
membakutrubber_w_p_flynn_37_thredneedlestreet_e_c_,Membakut Rubber,W. P. Flynn,"37, Thredneedle Street, E.C.","37, Threadneedle Street, E.C."
mendaris_sumatra_rubberandproduceestates_harrisonsandcrosfied_1_4_greattowerstreet_e_c_,Mendaris (Sumatra) Rubber and Produce Estates,Harrisons and Crosfied,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
mendaris_sumatra_rubberandproduceestates_harrisonsandcrosfield_1_4_greattowerst_e_c_,Mendaris (Sumatra) Rubber and Produce Estates,Harrisons and Crosfield,"1-4, Great Tower St, E.C.","1-4, Great Tower Street, E.C."
mendaris_sumatra_rubberandproduceestates_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Mendaris (Sumatra) Rubber and Produce Estates,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
mendaris_sumatrarubber_produceestates_ltd___harrisonsandcrosfield_1_4_greattowerstreet_e_c_,"Mendaris (Sumatra Rubber & Produce Estates, Ltd.)",Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
mendaris_sumatrarubberandproduceestates__harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Mendaris (Sumatra Rubber and Produce Estates),Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
mengkibol_centraljohore_rubberco__ltd__georgeyuleandco__finsburyhouse_blomfeldstreet_e_c_,"Mengkibol (Central Johore) Rubber Co., Ltd.",George Yule and Co.,"Finsbury House, Blomfeld Street, E.C.","Finsbury House, Blomfield Street, E.C."
mengkibol_centraljohore_rubbercompany_georgeyuleandco__finburyhouse_blomfieldstreet_e_c_,Mengkibol (Central Johore) Rubber Company,George Yule and Co.,"Finbury House, Blomfield Street, E.C.","Finsbury House, Blomfield Street, E.C."
mengkibol_centraljohore_rubbercompany_georgeyuleandco__finsburyhouse_blomfieldstreet,Mengkibol (Central Johore) Rubber Company,George Yule and Co.,"Finsbury House, Blomfield Street","Finsbury House, Blomfield Street, E.C."
mengkibol_centraljohore_rubbercompany_georgeyuleandco__finsburyhouse_blomfieldstreet_e_c_,Mengkibol (Central Johore) Rubber Company,George Yule and Co.,"Finsbury House, Blomfield Street, E.C.","Finsbury House, Blomfield Street, E.C."
mengkibol_centraljohore_rubbercompany_limited_georgeyuleandco__finsburyhouse_blomfieldstreet_e_c_,"Mengkibol (Central Johore) Rubber Company, Limited",George Yule and Co.,"Finsbury House, Blomfield Street, E.C.","Finsbury House, Blomfield Street, E.C."
mengkibol_centraljohore_rubbercompany_yule_cattoandco__finsburyhouse_blomfieldstreet_e_c_,Mengkibol (Central Johore) Rubber Company,"Yule, Catto and Co.","Finsbury House, Blomfield Street, E.C.","Finsbury House, Blomfield Street, E.C."
mengkibol_centraljohorerubbercompany__georgeyuleandco__finsburyhouse_blomfeldst_e_c_,Mengkibol (Central Johore Rubber Company),George Yule and Co.,"Finsbury House, Blomfeld St, E.C.","Finsbury House, Blomfield Street, E.C."
menglasteacompany_walterduncanandco_137_westgeorgestreet_glasgow,Menglas Tea Company,Walter Duncan and Co,"137, West George Street, Glasgow","137, West George Street, Glasgow"
meppadiwynaadteacompany_harrisonsandcrosfied_1_4_greattowerstreet_e_c_,Meppadi Wynaad Tea Company,Harrisons and Crosfied,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
meppadiwynaadteacompany_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Meppadi Wynaad Tea Company,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
meppadiwynadteacompany_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Meppadi Wynad Tea Company,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
merbau_selangor_rubbercompany_nowbukitbadangrubbercompany__n_a_n_a,Merbau (Selangor) Rubber Company (now Bukit Badang Rubber Company),N/A,N/A,""
merbau_selangor_rubbercompany_plantersstoresandagencyco__17_st_helen_splace_e_c_,Merbau (Selangor) Rubber Company,Planters Stores and Agency Co.,"17, St. Helen's Place, E.C.","17, St. Helen's Place, E.C."
merbau_selangor_rubbercompany_plantersstoresandagencyco__17_st_helensplace_e_c_,Merbau (Selangor) Rubber Company,Planters Stores and Agency Co.,"17, St. Helens Place, E.C.","17, St. Helen's Place, E.C."
merbaurubberestate_ltd__r_l_spicer_34_greatwinchesterstreet_e_c_,"Merbau Rubber Estate, Ltd.",R. L. Spicer,"34, Great Winchester Street, E.C.","34, Great Winchester Street, E.C."
merbaurubberestate_r_l_spicer_3_4_greatwinchesterstreet_e_c_,Merbau Rubber Estate,R. L. Spicer,"3-4, Great Winchester Street, E.C.","3-4, Great Winchester Street, E.C."
merbaurubberestate_r_l_spicer_3_4greatwinchesterstreet_e_c_,Merbau Rubber Estate,R. L. Spicer,"3-4 Great Winchester Street, E.C.","3-4, Great Winchester Street, E.C."
merbaurubberestate_r_lawrencespicer_3_4_greatwinchesterstreet_e_c_,Merbau Rubber Estate,R. Lawrence Spicer,"3-4, Great Winchester Street, E.C.","3-4, Great Winchester Street, E.C."
merbaurubberestate_r_lawrencespicerandco__3_4_greatwinchesterstreet_e_c_,Merbau Rubber Estate,R. Lawrence Spicer and Co.,"3-4, Great Winchester Street, E.C.","3-4, Great Winchester Street, E.C."
merchistonrubberestate_f_e_maguire_pinnerhall_8_9_austinfriars_e_c_,Merchiston Rubber Estate,F. E. Maguire,"Pinner Hall, 8-9, Austin Friars, E.C.","Pinners Hall, 8-9, Austin Friars, E.C."
merchistonrubberestate_f_e_maguire_pinnershall_8_9_austinfriars_e_c_,Merchiston Rubber Estate,F. E. Maguire,"Pinners Hall, 8-9, Austin Friars, E.C.","Pinners Hall, 8-9, Austin Friars, E.C."
merchistonrubberestate_ltd__p_e_l_taylor_pinnershall_austinfriars_e_c_,"Merchiston Rubber Estate, Ltd.",P. E. L. Taylor,"Pinners Hall, Austin Friars, E.C.","Pinners Hall, Austin Friars, E.C."
merchistonrubberestate_p_e_l_taylor_pinnershall_8_9_austinfriars_e_c,Merchiston Rubber Estate,P. E. L. Taylor,"Pinners Hall, 8-9, Austin Friars, E.C","Pinners Hall, 8-9, Austin Friars, E.C."
merchistonrubberestate_p_e_l_taylor_pinnershall_8_9_austinfriars_e_c_,Merchiston Rubber Estate,P. E. L. Taylor,"Pinners Hall, 8-9, Austin Friars, E.C.","Pinners Hall, 8-9, Austin Friars, E.C."
merguicrownrubberestates_r_l_spicer_3_4_greatwinchesterstreet_e_c_,Mergui Crown Rubber Estates,R. L. Spicer,"3-4, Great Winchester Street, E.C.","3-4, Great Winchester Street, E.C."
merguicrownrubberestates_r_lawrencespicer_3_4_greatwinchesterstreet_e_c_,Mergui Crown Rubber Estates,R. Lawrence Spicer,"3-4, Great Winchester Street, E.C.","3-4, Great Winchester Street, E.C."
merguicrownrubberestates_r_lawrencespicerandco__3_4_greatwinchesterstreet_e_c_,Mergui Crown Rubber Estates,R. Lawrence Spicer and Co.,"3-4, Great Winchester Street, E.C.","3-4, Great Winchester Street, E.C."
meritinirubberestates_j_w_clough_79_marklane_e_c_,Meritini Rubber Estates,J. W. Clough,"79, Mark Lane, E.C.","79, Mark Lane, E.C."
meritinirubberestates_m_a_best_79_marklane_e_c_,Meritini Rubber Estates,M. A. Best,"79, Mark Lane, E.C.","79, Mark Lane, E.C."
meritinrubberestates_m_a_best_79_marklane_e_c_,Meritin Rubber Estates,M. A. Best,"79, Mark Lane, E.C.","79, Mark Lane, E.C."
merlimaurubberestates_limited_r_g_shaw_co__winchesterhouse_e_c_,"Merlimau Rubber Estates, Limited",R. G. Shaw & Co.,"Winchester House, E.C.","Winchester House, Old Broad Street, E.C."
merlimaurubberestates_limited_r_g_shawandco__winchesterhouse_oldbroadstreet_e_c_,"Merlimau Rubber Estates, Limited",R. G. Shaw and Co.,"Winchester House, Old Broad Street, E.C.","Winchester House, Old Broad Street, E.C."
merlimaurubberestates_ltd__r_g_shawandco__winchesterhouse_e_c_,"Merlimau Rubber Estates, Ltd.",R. G. Shaw and Co.,"Winchester House, E.C.","Winchester House, Old Broad Street, E.C."
merlimaurubberestates_r_g_shawandco__winchesterhouse_e_c_,Merlimau Rubber Estates,R. G. Shaw and Co.,"Winchester House, E.C.","Winchester House, Old Broad Street, E.C."
